Atualizado - Ability | 1 - Stench - Fedor
Cadastrado - Pokemon Shape | Pokemon ID: 65 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 63 - Pokemon Id To: 64 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 64 - Pokemon Id To: 65 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 66 - Machop

Cadastrado - Pokemon Type | Pokemon ID: 66 - Type ID: 2 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 66 - Ability Id: 62
Cadastrado - Pokemon Ability | Pokemon ID: 66 - Ability Id: 99
Cadastrado - Pokemon Ability | Pokemon ID: 66 - Ability Id: 80

Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 2 - Base Stat: 80 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 66 - Stat ID: 6 - Base Stat: 35 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 66 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 66 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 66 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 66 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 66 - Shape ID: 6

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 66 - Pokemon Id To: 67 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 67 - Pokemon Id To: 68 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 67 - Machoke

Cadastrado - Pokemon Type | Pokemon ID: 67 - Type ID: 2 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 67 - Ability Id: 62
Cadastrado - Pokemon Ability | Pokemon ID: 67 - Ability Id: 99
Cadastrado - Pokemon Ability | Pokemon ID: 67 - Ability Id: 80

Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 2 - Base Stat: 100 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 67 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 67 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 67 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 67 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 67 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 67 - Shape ID: 12

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 66 - Pokemon Id To: 67 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 67 - Pokemon Id To: 68 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 68 - Machamp

Cadastrado - Pokemon Type | Pokemon ID: 68 - Type ID: 2 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 68 - Ability Id: 62
Cadastrado - Pokemon Ability | Pokemon ID: 68 - Ability Id: 99
Cadastrado - Pokemon Ability | Pokemon ID: 68 - Ability Id: 80

Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 1 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 2 - Base Stat: 130 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 68 - Stat ID: 6 - Base Stat: 55 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 68 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 68 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 68 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 68 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 68 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 66 - Pokemon Id To: 67 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 67 - Pokemon Id To: 68 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 69 - Bellsprout

Cadastrado - Pokemon Type | Pokemon ID: 69 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 69 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 69 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 69 - Ability Id: 82

Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 2 - Base Stat: 75 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 3 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 4 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 5 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 69 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 69 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 69 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 69 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 69 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 69 - Shape ID: 12

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 69 - Pokemon Id To: 70 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 70 - Pokemon Id To: 71 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 70 - Weepinbell

Cadastrado - Pokemon Type | Pokemon ID: 70 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 70 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 70 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 70 - Ability Id: 82

Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 2 - Base Stat: 90 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 4 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 5 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 70 - Stat ID: 6 - Base Stat: 55 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 70 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 70 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 70 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 70 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 70 - Shape ID: 5

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 69 - Pokemon Id To: 70 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 70 - Pokemon Id To: 71 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 71 - Victreebel

Cadastrado - Pokemon Type | Pokemon ID: 71 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 71 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 71 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 71 - Ability Id: 82

Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 2 - Base Stat: 105 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 4 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 71 - Stat ID: 6 - Base Stat: 70 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 71 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 71 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 71 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 71 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 71 - Shape ID: 5

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 69 - Pokemon Id To: 70 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 70 - Pokemon Id To: 71 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 72 - Tentacool

Cadastrado - Pokemon Type | Pokemon ID: 72 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 72 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 72 - Ability Id: 29
Cadastrado - Pokemon Ability | Pokemon ID: 72 - Ability Id: 64
Cadastrado - Pokemon Ability | Pokemon ID: 72 - Ability Id: 44

Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 3 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 5 - Base Stat: 100 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 72 - Stat ID: 6 - Base Stat: 70 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 72 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 72 - Egg Group ID: 9

Cadastrado - Pokemon Generation | Pokemon ID: 72 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 72 - Habitat ID: 7

Cadastrado - Pokemon Shape | Pokemon ID: 72 - Shape ID: 10

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 72 - Pokemon Id To: 73 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 73 - Tentacruel

Cadastrado - Pokemon Type | Pokemon ID: 73 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 73 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 73 - Ability Id: 29
Cadastrado - Pokemon Ability | Pokemon ID: 73 - Ability Id: 64
Cadastrado - Pokemon Ability | Pokemon ID: 73 - Ability Id: 44

Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 2 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 5 - Base Stat: 120 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 73 - Stat ID: 6 - Base Stat: 100 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 73 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 73 - Egg Group ID: 9

Cadastrado - Pokemon Generation | Pokemon ID: 73 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 73 - Habitat ID: 7

Cadastrado - Pokemon Shape | Pokemon ID: 73 - Shape ID: 10

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 72 - Pokemon Id To: 73 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 74 - Geodude

Cadastrado - Pokemon Type | Pokemon ID: 74 - Type ID: 6 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 74 - Type ID: 5 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 74 - Ability Id: 69
Cadastrado - Pokemon Ability | Pokemon ID: 74 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 74 - Ability Id: 8

Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 3 - Base Stat: 100 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 4 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 5 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 74 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 74 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 74 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 74 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 74 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 74 - Shape ID: 4

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 74 - Pokemon Id To: 75 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 75 - Pokemon Id To: 76 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 75 - Graveler

Cadastrado - Pokemon Type | Pokemon ID: 75 - Type ID: 6 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 75 - Type ID: 5 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 75 - Ability Id: 69
Cadastrado - Pokemon Ability | Pokemon ID: 75 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 75 - Ability Id: 8

Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 3 - Base Stat: 115 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 5 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 75 - Stat ID: 6 - Base Stat: 35 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 75 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 75 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 75 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 75 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 75 - Shape ID: 12

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 74 - Pokemon Id To: 75 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 75 - Pokemon Id To: 76 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 76 - Golem

Cadastrado - Pokemon Type | Pokemon ID: 76 - Type ID: 6 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 76 - Type ID: 5 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 76 - Ability Id: 69
Cadastrado - Pokemon Ability | Pokemon ID: 76 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 76 - Ability Id: 8

Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 2 - Base Stat: 120 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 3 - Base Stat: 130 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 76 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 76 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 76 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 76 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 76 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 76 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 74 - Pokemon Id To: 75 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 75 - Pokemon Id To: 76 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 77 - Ponyta

Cadastrado - Pokemon Type | Pokemon ID: 77 - Type ID: 10 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 77 - Ability Id: 50
Cadastrado - Pokemon Ability | Pokemon ID: 77 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 77 - Ability Id: 49

Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 2 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 77 - Stat ID: 6 - Base Stat: 90 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 77 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 77 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 77 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 77 - Habitat ID: 3

Cadastrado - Pokemon Shape | Pokemon ID: 77 - Shape ID: 8

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 77 - Pokemon Id To: 78 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 78 - Rapidash

Cadastrado - Pokemon Type | Pokemon ID: 78 - Type ID: 10 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 78 - Ability Id: 50
Cadastrado - Pokemon Ability | Pokemon ID: 78 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 78 - Ability Id: 49

Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 78 - Stat ID: 6 - Base Stat: 105 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 78 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 78 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 78 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 78 - Habitat ID: 3

Cadastrado - Pokemon Shape | Pokemon ID: 78 - Shape ID: 8

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 77 - Pokemon Id To: 78 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 79 - Slowpoke

Cadastrado - Pokemon Type | Pokemon ID: 79 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 79 - Type ID: 14 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 79 - Ability Id: 12
Cadastrado - Pokemon Ability | Pokemon ID: 79 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 79 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 1 - Base Stat: 90 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 2 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 79 - Stat ID: 6 - Base Stat: 15 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 79 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 79 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 79 - Egg Group ID: 2

Cadastrado - Pokemon Generation | Pokemon ID: 79 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 79 - Habitat ID: 9

Cadastrado - Pokemon Shape | Pokemon ID: 79 - Shape ID: 8



-------------------------

CadAStrado - Pokemon | 80 - Slowbro

Cadastrado - Pokemon Type | Pokemon ID: 80 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 80 - Type ID: 14 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 80 - Ability Id: 12
Cadastrado - Pokemon Ability | Pokemon ID: 80 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 80 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 1 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 3 - Base Stat: 110 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 4 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 80 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 80 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 80 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 80 - Egg Group ID: 2

Cadastrado - Pokemon Generation | Pokemon ID: 80 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 80 - Habitat ID: 9

Cadastrado - Pokemon Shape | Pokemon ID: 80 - Shape ID: 6



-------------------------

CadAStrado - Pokemon | 81 - Magnemite

Cadastrado - Pokemon Type | Pokemon ID: 81 - Type ID: 13 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 81 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 81 - Ability Id: 42
Cadastrado - Pokemon Ability | Pokemon ID: 81 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 81 - Ability Id: 148

Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 1 - Base Stat: 25 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 2 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 4 - Base Stat: 95 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 81 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 81 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 81 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 81 - Generation ID: 1

Cadastrado - Pokemon Habitat | Pokemon ID: 81 - Habitat ID: 6

Cadastrado - Pokemon Shape | Pokemon ID: 81 - Shape ID: 4

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 81 - Pokemon Id To: 82 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 82 - Pokemon Id To: 462 - Pokemon Evolution: 2
